SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
GVT&D, EQ, 06-Feb-2026, 3513.50, 3507.30, 3634.90, 3450.00, 3535.00, 3552.20, 3548.27, 844629, 29969.74, 80744, 363955, 43.09
HAL, EQ, 06-Feb-2026, 4035.50, 4030.00, 4074.00, 3985.00, 4066.00, 4067.50, 4035.05, 2094080, 84497.11, 122547, 671784, 32.08
HALDER, BE, 06-Feb-2026, 282.10, 282.10, 282.10, 269.10, 280.00, 272.30, 275.68, 668, 1.84, 31, -, -
HALEOSLABS, BE, 06-Feb-2026, 1259.40, 1259.40, 1290.00, 1259.40, 1270.00, 1270.00, 1261.04, 222, 2.80, 14, -, -
HAPPSTMNDS, EQ, 06-Feb-2026, 393.60, 393.10, 393.10, 381.50, 387.90, 387.10, 385.75, 538216, 2076.19, 20443, 205797, 38.24
HAPPYFORGE, EQ, 06-Feb-2026, 1124.60, 1114.50, 1123.10, 1085.00, 1103.00, 1095.30, 1105.01, 37192, 410.98, 3983, 19271, 51.81
HARDWYN, BE, 06-Feb-2026, 16.42, 16.05, 17.24, 16.00, 16.70, 17.08, 16.77, 206241, 34.59, 449, -, -
HARIOMPIPE, EQ, 06-Feb-2026, 407.70, 403.60, 418.00, 402.55, 415.00, 414.05, 409.49, 79690, 326.32, 2552, 41716, 52.35
HARRMALAYA, EQ, 06-Feb-2026, 161.38, 162.01, 162.01, 157.05, 161.96, 159.74, 159.04, 1828, 2.91, 118, 1259, 68.87
HARSHA, EQ, 06-Feb-2026, 396.05, 393.25, 393.25, 382.20, 382.20, 384.55, 386.80, 45807, 177.18, 2115, 26278, 57.37
HATHWAY, EQ, 06-Feb-2026, 11.14, 11.03, 11.30, 10.99, 11.19, 11.22, 11.17, 1980081, 221.17, 3438, 698185, 35.26
HATSUN, EQ, 06-Feb-2026, 906.80, 910.00, 919.00, 904.45, 912.00, 915.25, 912.31, 11081, 101.09, 1244, 5884, 53.10
HAVELLS, EQ, 06-Feb-2026, 1350.20, 1350.90, 1357.50, 1326.10, 1349.60, 1355.00, 1345.95, 417229, 5615.68, 20360, 242790, 58.19
HAVISHA, EQ, 06-Feb-2026, 1.68, 1.70, 1.72, 1.66, 1.71, 1.71, 1.69, 36462, 0.62, 97, 30819, 84.52
HBLENGINE, EQ, 06-Feb-2026, 779.55, 776.00, 796.40, 764.60, 787.00, 784.70, 780.61, 1009287, 7878.58, 26518, 287410, 28.48
HBSL, BE, 06-Feb-2026, 63.27, 60.51, 65.00, 60.51, 63.48, 63.44, 63.87, 692, 0.44, 32, -, -
HCC, EQ, 06-Feb-2026, 19.27, 19.20, 19.20, 18.82, 19.03, 19.06, 18.99, 12840925, 2438.46, 19090, 5073181, 39.51
HCG, EQ, 06-Feb-2026, 597.30, 594.35, 595.25, 563.20, 569.45, 568.65, 574.64, 394001, 2264.09, 24409, 247203, 62.74
HCL-INSYS, EQ, 06-Feb-2026, 12.82, 12.83, 13.07, 12.60, 12.78, 12.73, 12.87, 159457, 20.52, 870, 103237, 64.74
HCLTECH, EQ, 06-Feb-2026, 1610.00, 1612.00, 1612.00, 1574.10, 1592.60, 1593.70, 1592.41, 3342992, 53234.08, 145738, 2125052, 63.57
HDBFS, EQ, 06-Feb-2026, 700.45, 703.20, 727.00, 700.55, 718.35, 722.80, 705.61, 2734423, 19294.30, 20466, 2390603, 87.43
HDFCAMC, EQ, 06-Feb-2026, 2762.30, 2772.60, 2772.60, 2697.80, 2718.10, 2719.80, 2720.48, 479617, 13047.88, 27877, 258390, 53.87
HDFCBANK, EQ, 06-Feb-2026, 949.70, 945.00, 948.10, 937.60, 941.00, 941.10, 941.73, 18120272, 170643.39, 423858, 11328454, 62.52
HDFCBSE500, EQ, 06-Feb-2026, 37.49, 37.67, 37.90, 36.72, 37.65, 37.62, 37.26, 57266, 21.34, 238, 54292, 94.81
HDFCGOLD, EQ, 06-Feb-2026, 129.84, 129.84, 129.85, 126.50, 129.09, 129.39, 128.70, 9933132, 12783.57, 28420, 4582118, 46.13
HDFCGROWTH, EQ, 06-Feb-2026, 125.03, 125.02, 125.99, 123.36, 125.99, 124.96, 124.16, 10529, 13.07, 275, 5930, 56.32
HDFCLIFE, EQ, 06-Feb-2026, 720.70, 718.00, 721.90, 698.55, 703.40, 703.50, 703.24, 4114496, 28934.63, 63240, 2739954, 66.59
HDFCLIQUID, EQ, 06-Feb-2026, 1047.21, 1047.53, 1047.53, 1047.49, 1047.53, 1047.52, 1047.52, 9049, 94.79, 39, 6136, 67.81
HDFCLOWVOL, EQ, 06-Feb-2026, 21.00, 20.93, 21.14, 20.88, 21.05, 21.13, 21.05, 15110, 3.18, 100, 7750, 51.29
HDFCMID150, EQ, 06-Feb-2026, 22.12, 22.21, 22.22, 21.90, 22.22, 22.12, 22.04, 320644, 70.66, 1766, 183560, 57.25
HDFCMOMENT, EQ, 06-Feb-2026, 30.97, 30.97, 31.19, 30.62, 31.12, 31.06, 30.95, 88282, 27.32, 616, 58887, 66.70
HDFCNEXT50, EQ, 06-Feb-2026, 70.26, 70.20, 70.32, 69.02, 70.22, 70.12, 69.59, 167010, 116.22, 971, 129699, 77.66
HDFCNIF100, EQ, 06-Feb-2026, 27.01, 27.01, 27.17, 26.55, 26.90, 26.99, 26.93, 168314, 45.33, 352, 150450, 89.39
HDFCNIFBAN, EQ, 06-Feb-2026, 61.49, 61.82, 61.82, 61.12, 61.71, 61.67, 61.62, 41003, 25.26, 414, 33783, 82.39
HDFCNIFIT, EQ, 06-Feb-2026, 38.32, 38.15, 38.51, 37.42, 37.99, 37.81, 37.67, 181546, 68.39, 761, 79679, 43.89
HDFCNIFTY, EQ, 06-Feb-2026, 287.24, 287.70, 287.75, 285.56, 286.97, 287.64, 286.82, 62076, 178.04, 1955, 47536, 76.58
HDFCPSUBK, EQ, 06-Feb-2026, 89.64, 87.39, 90.90, 87.39, 90.00, 89.60, 89.05, 24648, 21.95, 267, 14840, 60.21
HDFCPVTBAN, EQ, 06-Feb-2026, 29.17, 29.25, 29.40, 29.13, 29.38, 29.35, 29.27, 19865, 5.81, 376, 14306, 72.02
HDFCQUAL, EQ, 06-Feb-2026, 59.11, 58.64, 59.50, 57.75, 58.94, 58.95, 58.51, 20482, 11.98, 212, 9364, 45.72
HDFCSENSEX, EQ, 06-Feb-2026, 93.87, 93.80, 94.13, 93.33, 94.05, 94.04, 93.79, 25678, 24.08, 496, 15100, 58.81
HDFCSILVER, EQ, 06-Feb-2026, 238.15, 229.40, 229.70, 217.30, 224.10, 224.91, 223.91, 22837375, 51134.49, 109632, 7071665, 30.97
HDFCSML250, EQ, 06-Feb-2026, 160.16, 160.36, 160.36, 158.15, 159.86, 160.07, 159.23, 1227317, 1954.21, 10633, 708011, 57.69
HDFCVALUE, EQ, 06-Feb-2026, 138.38, 138.23, 140.00, 137.42, 140.00, 138.77, 138.34, 7774, 10.75, 90, 3647, 46.91
HDIL, BZ, 06-Feb-2026, 2.49, 2.60, 2.61, 2.60, 2.61, 2.61, 2.61, 261309, 6.82, 217, -, -
HEADSUP, EQ, 06-Feb-2026, 8.51, 8.51, 8.77, 8.16, 8.65, 8.64, 8.35, 16426, 1.37, 192, 12290, 74.82
HEALTHADD, EQ, 06-Feb-2026, 143.69, 143.24, 145.13, 141.32, 142.80, 142.81, 142.71, 1746, 2.49, 39, 951, 54.47
HEALTHIETF, EQ, 06-Feb-2026, 145.94, 143.82, 145.50, 143.63, 144.73, 145.03, 144.38, 48012, 69.32, 1260, 28397, 59.15
HEALTHY, EQ, 06-Feb-2026, 14.55, 14.63, 14.66, 14.39, 14.57, 14.54, 14.46, 87905, 12.71, 1034, 58692, 66.77
HECPROJECT, EQ, 06-Feb-2026, 113.82, 115.00, 127.80, 111.33, 124.50, 124.10, 120.66, 27175, 32.79, 1088, 12574, 46.27
HEG, EQ, 06-Feb-2026, 535.65, 536.00, 536.10, 522.20, 532.95, 534.20, 530.41, 586094, 3108.67, 28613, 217985, 37.19
HEIDELBERG, EQ, 06-Feb-2026, 174.28, 173.52, 180.98, 170.27, 174.20, 174.12, 176.03, 478965, 843.14, 6565, 56216, 11.74
HEMIPROP, EQ, 06-Feb-2026, 132.40, 131.11, 132.46, 130.10, 131.00, 131.44, 131.41, 173177, 227.57, 2114, 84603, 48.85
HERANBA, EQ, 06-Feb-2026, 233.91, 232.49, 233.57, 221.43, 224.60, 224.63, 226.15, 35254, 79.73, 2182, 24053, 68.23
HERITGFOOD, EQ, 06-Feb-2026, 376.40, 376.40, 376.40, 362.00, 364.00, 364.10, 365.33, 326644, 1193.31, 8833, 180363, 55.22
HEROMOTOCO, EQ, 06-Feb-2026, 5766.00, 5772.00, 5841.00, 5715.50, 5746.00, 5753.50, 5777.95, 770475, 44517.68, 75535, 331734, 43.06
HESTERBIO, EQ, 06-Feb-2026, 1514.80, 1546.80, 1546.80, 1495.10, 1510.00, 1509.50, 1508.75, 2726, 41.13, 378, 2271, 83.31
HEXATRADEX, EQ, 06-Feb-2026, 160.80, 160.91, 161.99, 157.51, 160.05, 159.98, 159.50, 78072, 124.53, 136, 72758, 93.19
HEXT, EQ, 06-Feb-2026, 641.55, 592.00, 618.00, 572.50, 615.00, 613.60, 605.28, 5876888, 35571.54, 124019, 3585336, 61.01
HFCL, EQ, 06-Feb-2026, 71.05, 71.00, 72.55, 70.63, 70.68, 70.91, 71.61, 20995424, 15034.99, 45586, 5591271, 26.63
HGINFRA, EQ, 06-Feb-2026, 648.40, 648.40, 657.00, 631.00, 644.10, 650.20, 641.02, 96190, 616.60, 5083, 29172, 30.33
HGM, EQ, 06-Feb-2026, 61.11, 61.39, 62.90, 58.61, 62.50, 62.70, 60.92, 1312, 0.80, 58, 845, 64.41
HGS, EQ, 06-Feb-2026, 409.50, 413.25, 418.00, 406.30, 414.90, 411.45, 410.67, 13538, 55.60, 691, 8455, 62.45
HIGREEN, SM, 06-Feb-2026, 140.05, 140.05, 143.00, 138.00, 143.00, 143.00, 140.26, 3200, 4.49, 4, 3200, 100.00
HIKAL, EQ, 06-Feb-2026, 190.88, 190.00, 190.00, 177.35, 180.75, 179.52, 182.18, 494969, 901.75, 7560, 273245, 55.20
HILINFRA, EQ, 06-Feb-2026, 52.73, 52.20, 53.95, 51.58, 53.55, 53.27, 52.66, 112342, 59.16, 1402, 65292, 58.12
HILTON, EQ, 06-Feb-2026, 26.58, 26.58, 26.95, 24.30, 26.00, 25.53, 25.73, 181772, 46.76, 1545, 116811, 64.26
HIMATSEIDE, EQ, 06-Feb-2026, 117.09, 116.00, 123.42, 116.00, 118.50, 119.15, 119.85, 1171229, 1403.69, 20090, 508335, 43.40
HINDALCO, EQ, 06-Feb-2026, 935.45, 926.00, 944.00, 922.00, 937.70, 942.55, 935.29, 3830296, 35824.30, 92223, 1961049, 51.20
HINDCOMPOS, EQ, 06-Feb-2026, 414.05, 414.65, 415.50, 407.90, 408.10, 408.90, 412.33, 789, 3.25, 118, 378, 47.91
HINDCON, EQ, 06-Feb-2026, 22.57, 22.46, 23.11, 22.07, 22.50, 22.41, 22.48, 8477, 1.91, 221, 6029, 71.12
HINDCOPPER, EQ, 06-Feb-2026, 607.30, 587.40, 601.15, 575.75, 578.20, 579.85, 584.07, 27714476, 161871.36, 316850, 5235627, 18.89
HINDOILEXP, EQ, 06-Feb-2026, 155.05, 154.70, 156.35, 151.77, 155.58, 155.57, 153.74, 147007, 226.01, 2570, 71170, 48.41
HINDPETRO, EQ, 06-Feb-2026, 458.85, 460.65, 467.90, 459.65, 462.50, 463.15, 464.15, 4702809, 21827.91, 59503, 1854458, 39.43
HINDUNILVR, EQ, 06-Feb-2026, 2354.40, 2354.40, 2429.00, 2337.50, 2421.00, 2424.20, 2396.47, 1421995, 34077.66, 87368, 826704, 58.14
HINDWAREAP, EQ, 06-Feb-2026, 246.51, 244.00, 253.50, 242.10, 252.00, 251.31, 248.42, 90837, 225.66, 2293, 45302, 49.87
HINDZINC, EQ, 06-Feb-2026, 610.80, 595.00, 610.80, 594.00, 606.75, 608.95, 601.72, 11409412, 68652.40, 123261, 2813959, 24.66
HIRECT, EQ, 06-Feb-2026, 1352.00, 1399.90, 1452.30, 1323.00, 1352.00, 1341.80, 1381.45, 99789, 1378.53, 10005, 27158, 27.22
HISARMETAL, EQ, 06-Feb-2026, 160.19, 165.00, 165.00, 158.00, 158.18, 158.14, 162.81, 1342, 2.18, 73, 729, 54.32
HITECH, EQ, 06-Feb-2026, 81.10, 81.10, 81.88, 78.78, 80.90, 81.19, 80.44, 568806, 457.53, 7437, 253338, 44.54
HITECHCORP, EQ, 06-Feb-2026, 154.65, 159.80, 159.80, 154.25, 157.00, 156.22, 156.79, 2703, 4.24, 108, 1805, 66.78
HITECHGEAR, BE, 06-Feb-2026, 682.95, 663.05, 680.00, 650.90, 652.20, 653.60, 659.93, 1325, 8.74, 52, -, -
HLEGLAS, EQ, 06-Feb-2026, 379.45, 379.45, 379.50, 368.40, 372.50, 374.20, 373.16, 46197, 172.39, 2271, 23329, 50.50
HLVLTD, EQ, 06-Feb-2026, 8.37, 8.40, 8.70, 8.22, 8.46, 8.36, 8.38, 262442, 21.98, 818, 145563, 55.46
HMAAGRO, EQ, 06-Feb-2026, 27.46, 27.45, 27.45, 26.55, 27.35, 27.28, 27.12, 78255, 21.23, 646, 44888, 57.36
HMT, BZ, 06-Feb-2026, 43.40, 43.00, 43.69, 42.60, 43.69, 43.18, 43.26, 2507, 1.08, 73, -, -
HMVL, EQ, 06-Feb-2026, 73.10, 73.00, 73.22, 72.00, 73.10, 72.21, 72.27, 15758, 11.39, 334, 9545, 60.57
HNDFDS, EQ, 06-Feb-2026, 490.75, 485.25, 489.90, 481.80, 485.00, 487.10, 485.70, 18075, 87.79, 1299, 8911, 49.30
HNGSNGBEES, EQ, 06-Feb-2026, 543.39, 532.20, 545.24, 532.20, 539.60, 538.30, 539.61, 112325, 606.11, 5465, 67415, 60.02
HOACFOODS, ST, 06-Feb-2026, 352.50, 348.00, 352.00, 348.00, 352.00, 352.00, 350.00, 3750, 13.13, 5, 3750, 100.00
HOLMARC, SM, 06-Feb-2026, 99.00, 97.00, 97.00, 94.05, 94.05, 94.05, 95.66, 8250, 7.89, 6, 7500, 90.91
HOMEFIRST, EQ, 06-Feb-2026, 1161.40, 1155.00, 1177.00, 1145.40, 1174.00, 1174.80, 1163.75, 88321, 1027.83, 10635, 42066, 47.63
HOMESFY, SM, 06-Feb-2026, 170.00, 162.00, 165.00, 162.00, 164.95, 164.95, 163.42, 2100, 3.43, 6, 1500, 71.43
HONASA, EQ, 06-Feb-2026, 281.00, 278.50, 287.40, 276.05, 285.00, 285.50, 282.87, 142757, 403.81, 6100, 67402, 47.21
HONAUT, EQ, 06-Feb-2026, 32500.00, 32670.00, 32975.00, 31800.00, 31900.00, 31955.00, 32287.62, 4281, 1382.23, 3097, 1801, 42.07
HONDAPOWER, EQ, 06-Feb-2026, 2182.60, 2182.60, 2231.90, 2177.30, 2205.00, 2185.50, 2189.02, 3658, 80.07, 615, 1344, 36.74
HPAL, EQ, 06-Feb-2026, 40.05, 40.98, 41.55, 39.17, 41.39, 40.90, 40.49, 55402, 22.43, 446, 37735, 68.11
HPIL, EQ, 06-Feb-2026, 132.63, 132.99, 133.07, 130.05, 130.70, 130.70, 131.44, 382, 0.50, 55, 280, 73.30
HPL, EQ, 06-Feb-2026, 321.90, 324.00, 324.00, 309.05, 316.00, 315.50, 313.29, 217689, 681.99, 6841, 95158, 43.71
HRHNEXT, SM, 06-Feb-2026, 27.10, 27.00, 28.45, 25.75, 28.45, 28.30, 27.00, 52500, 14.17, 27, 24000, 45.71
HSCL, EQ, 06-Feb-2026, 455.30, 454.75, 458.75, 452.50, 453.25, 455.20, 455.45, 384707, 1752.13, 7833, 173315, 45.05
HTMEDIA, EQ, 06-Feb-2026, 22.03, 21.50, 22.99, 21.16, 22.99, 22.42, 22.03, 82423, 18.16, 533, 47077, 57.12
HUBTOWN, EQ, 06-Feb-2026, 223.88, 226.00, 227.50, 215.10, 217.42, 219.39, 221.50, 460381, 1019.73, 6738, 273143, 59.33
HUDCO, EQ, 06-Feb-2026, 194.74, 193.00, 193.00, 187.25, 191.99, 192.17, 190.03, 4861093, 9237.74, 31050, 1403423, 28.87
HUHTAMAKI, EQ, 06-Feb-2026, 181.65, 181.70, 185.00, 180.11, 185.00, 184.48, 182.18, 276477, 503.69, 1695, 238537, 86.28
HVAX, SM, 06-Feb-2026, 775.00, 736.25, 810.00, 736.25, 810.00, 810.00, 782.88, 1050, 8.22, 6, 900, 85.71
HYBRIDFIN, EQ, 06-Feb-2026, 21.25, 21.25, 22.74, 19.21, 19.52, 19.86, 20.19, 18828, 3.80, 208, 12815, 68.06
HYUNDAI, EQ, 06-Feb-2026, 2164.30, 2174.30, 2190.00, 2152.00, 2187.00, 2186.30, 2174.93, 259819, 5650.87, 18912, 149085, 57.38
IBLFL, SM, 06-Feb-2026, 47.10, 49.10, 49.40, 46.75, 46.75, 48.05, 48.83, 12000, 5.86, 6, 8000, 66.67
IBULLSLTD, EQ, 06-Feb-2026, 10.57, 10.60, 10.87, 10.42, 10.60, 10.62, 10.62, 2810588, 298.47, 4209, 1524426, 54.24
ICDSLTD, EQ, 06-Feb-2026, 43.72, 43.72, 45.00, 42.14, 44.50, 44.71, 43.92, 2092, 0.92, 43, 1070, 51.15
ICEMAKE, EQ, 06-Feb-2026, 733.55, 729.00, 746.95, 725.45, 735.50, 737.00, 738.76, 19458, 143.75, 1494, 7055, 36.26
ICICIAMC, EQ, 06-Feb-2026, 3098.60, 3114.00, 3122.70, 3040.10, 3053.00, 3060.60, 3062.64, 208351, 6381.05, 28774, 131846, 63.28
ICICIB22, EQ, 06-Feb-2026, 122.02, 123.12, 123.12, 121.13, 122.70, 122.72, 121.97, 802767, 979.13, 3201, 670468, 83.52
ICICIBANK, EQ, 06-Feb-2026, 1396.50, 1396.70, 1410.50, 1394.70, 1408.00, 1406.10, 1402.67, 10851190, 152206.81, 167764, 6921748, 63.79
ICICIGI, EQ, 06-Feb-2026, 1874.20, 1874.20, 1875.60, 1843.00, 1865.00, 1861.60, 1856.91, 197934, 3675.46, 19857, 102441, 51.76
ICICIPRULI, EQ, 06-Feb-2026, 655.20, 653.00, 656.55, 645.15, 650.35, 651.35, 651.15, 499107, 3249.92, 16883, 219676, 44.01
ICIL, EQ, 06-Feb-2026, 307.29, 303.00, 313.29, 291.01, 302.00, 302.71, 301.13, 943760, 2841.95, 23636, 217982, 23.10
ICRA, EQ, 06-Feb-2026, 5989.50, 5989.50, 5990.00, 5887.50, 5906.00, 5923.50, 5932.47, 4641, 275.33, 669, 2963, 63.84
IDBI, EQ, 06-Feb-2026, 102.98, 103.00, 107.53, 103.00, 106.72, 106.86, 105.50, 29970610, 31617.63, 87982, 6330430, 21.12
IDEA, EQ, 06-Feb-2026, 11.24, 11.20, 11.27, 10.90, 11.15, 11.12, 11.06, 579763691, 64104.03, 131035, 133769957, 23.07
IDEAFORGE, EQ, 06-Feb-2026, 424.95, 424.95, 430.70, 418.75, 427.50, 425.70, 424.44, 144198, 612.04, 5179, 48859, 33.88
IDEALTECHO, SM, 06-Feb-2026, 213.00, 200.00, 200.00, 200.00, 200.00, 200.00, 200.00, 2500, 5.00, 1, 2500, 100.00
IDENTICAL, SM, 06-Feb-2026, 17.20, 17.95, 18.15, 17.95, 18.15, 18.15, 18.05, 4000, 0.72, 2, 4000, 100.00
IDFCFIRSTB, EQ, 06-Feb-2026, 85.48, 85.30, 85.80, 84.15, 84.95, 85.11, 84.85, 17886315, 15176.01, 74503, 9554189, 53.42
IDFNIFTYET, EQ, 06-Feb-2026, 281.12, 282.53, 282.90, 277.15, 281.29, 282.15, 279.27, 1386, 3.87, 54, 775, 55.92
IEML, SM, 06-Feb-2026, 72.55, 74.80, 74.80, 71.35, 71.75, 72.00, 72.69, 23000, 16.72, 44, 17000, 73.91
IEX, EQ, 06-Feb-2026, 124.85, 124.85, 125.00, 119.85, 120.70, 120.94, 120.79, 11969646, 14458.29, 74781, 4671427, 39.03
IFBAGRO, EQ, 06-Feb-2026, 1036.80, 1008.10, 1024.90, 985.00, 985.00, 985.00, 996.16, 32558, 324.33, 1913, 20802, 63.89
IFBIND, EQ, 06-Feb-2026, 1116.30, 1112.20, 1189.70, 1105.80, 1182.00, 1182.80, 1160.13, 117344, 1361.34, 11299, 34954, 29.79
IFCI, EQ, 06-Feb-2026, 60.00, 60.20, 60.90, 58.70, 60.24, 60.18, 59.81, 25670073, 15352.88, 56177, 5399895, 21.04
IFGLEXPOR, EQ, 06-Feb-2026, 189.61, 186.00, 190.51, 179.42, 181.61, 182.46, 184.38, 33087, 61.01, 1220, 16816, 50.82
IGARASHI, EQ, 06-Feb-2026, 400.70, 401.70, 401.70, 388.00, 393.00, 396.20, 393.17, 24173, 95.04, 1279, 9526, 39.41
IGCL, EQ, 06-Feb-2026, 73.72, 71.80, 73.40, 71.00, 71.26, 71.99, 71.97, 59719, 42.98, 549, 46109, 77.21
IGIL, EQ, 06-Feb-2026, 314.75, 322.10, 339.00, 308.90, 321.00, 319.40, 320.59, 3938148, 12625.26, 63452, 808856, 20.54
IGL, EQ, 06-Feb-2026, 173.22, 173.10, 176.25, 171.85, 176.23, 175.98, 174.50, 1820613, 3176.97, 37296, 786870, 43.22
IGPL, EQ, 06-Feb-2026, 357.00, 354.00, 357.35, 350.50, 350.50, 354.05, 353.83, 17744, 62.78, 431, 11898, 67.05
IIFL, EQ, 06-Feb-2026, 504.55, 504.10, 518.85, 499.60, 514.45, 515.85, 511.50, 2071645, 10596.40, 56675, 888034, 42.87
IIFLCAPS, EQ, 06-Feb-2026, 324.00, 320.00, 328.90, 315.10, 323.50, 324.70, 321.47, 517445, 1663.45, 16572, 210790, 40.74
IITL, EQ, 06-Feb-2026, 136.67, 139.60, 140.00, 133.10, 133.10, 138.46, 136.21, 17973, 24.48, 946, 1086, 6.04
IKIO, EQ, 06-Feb-2026, 151.40, 151.40, 151.80, 146.31, 151.25, 150.09, 148.93, 104171, 155.14, 2435, 48515, 46.57
IKS, EQ, 06-Feb-2026, 1703.70, 1702.50, 1705.50, 1660.80, 1696.00, 1678.60, 1675.84, 179998, 3016.47, 26268, 100384, 55.77
IL&FSENGG, BZ, 06-Feb-2026, 24.65, 25.88, 25.88, 24.25, 25.88, 25.88, 25.84, 106262, 27.46, 105, -, -
IL&FSTRANS, BZ, 06-Feb-2026, 2.60, 2.65, 2.72, 2.57, 2.68, 2.67, 2.67, 35052, 0.93, 89, -, -
IMAGICAA, EQ, 06-Feb-2026, 49.34, 49.10, 49.36, 47.75, 48.36, 48.37, 48.42, 683876, 331.13, 2553, 399965, 58.49
IMFA, EQ, 06-Feb-2026, 1328.50, 1328.00, 1385.00, 1290.00, 1319.00, 1319.80, 1347.44, 294377, 3966.55, 19103, 132467, 45.00
IMPAL, EQ, 06-Feb-2026, 1071.00, 1076.40, 1077.90, 1060.40, 1062.00, 1062.60, 1065.58, 1271, 13.54, 126, 999, 78.60
IMPEXFERRO, BZ, 06-Feb-2026, 1.79, 1.83, 1.85, 1.74, 1.79, 1.78, 1.78, 11304, 0.20, 49, -, -
INCREDIBLE, EQ, 06-Feb-2026, 36.55, 36.57, 37.79, 35.05, 36.00, 35.72, 35.77, 7026, 2.51, 150, 4767, 67.85
INDBANK, EQ, 06-Feb-2026, 35.88, 35.95, 36.48, 35.50, 35.60, 35.59, 35.68, 24397, 8.71, 247, 17413, 71.37
INDGN, EQ, 06-Feb-2026, 480.70, 480.70, 493.00, 477.45, 486.00, 489.25, 485.93, 185816, 902.94, 11323, 94332, 50.77
INDHOTEL, EQ, 06-Feb-2026, 689.15, 687.55, 688.95, 675.30, 681.00, 683.20, 681.10, 916019, 6239.05, 25336, 499559, 54.54
INDIACEM, EQ, 06-Feb-2026, 452.10, 452.30, 455.85, 441.55, 452.00, 452.65, 448.23, 141431, 633.94, 7029, 23214, 16.41
INDIAGLYCO, EQ, 06-Feb-2026, 893.05, 885.00, 894.00, 863.20, 890.00, 888.05, 882.81, 90364, 797.74, 6556, 40122, 44.40
INDIAMART, EQ, 06-Feb-2026, 2282.80, 2282.80, 2294.90, 2210.00, 2256.90, 2238.40, 2241.02, 99078, 2220.36, 18828, 60366, 60.93
INDIANB, EQ, 06-Feb-2026, 879.50, 878.30, 882.30, 862.25, 870.00, 871.20, 870.69, 1237331, 10773.37, 39305, 511875, 41.37
INDIANCARD, EQ, 06-Feb-2026, 232.90, 232.01, 239.74, 226.20, 230.00, 231.53, 232.26, 1653, 3.84, 97, 1104, 66.79
INDIANHUME, EQ, 06-Feb-2026, 394.50, 394.00, 394.15, 386.40, 391.05, 390.15, 389.82, 13761, 53.64, 709, 7085, 51.49
INDIASHLTR, EQ, 06-Feb-2026, 783.35, 780.10, 799.00, 776.25, 785.10, 790.55, 787.05, 57810, 454.99, 5409, 30193, 52.23
INDIGO, EQ, 06-Feb-2026, 4932.20, 4911.00, 4931.30, 4870.00, 4901.20, 4909.40, 4900.10, 463970, 22735.01, 38086, 295522, 63.69
INDIGOPNTS, EQ, 06-Feb-2026, 1011.50, 1006.00, 1017.90, 992.00, 1005.00, 1008.90, 1004.84, 54277, 545.40, 5126, 26123, 48.13
INDIGRID, IV, 06-Feb-2026, 162.97, 161.75, 164.00, 161.75, 163.45, 163.64, 162.85, 1814685, 2955.29, 8888, 1761003, 97.04
INDIQUBE, EQ, 06-Feb-2026, 172.79, 174.60, 176.13, 166.57, 169.55, 170.99, 170.88, 74474, 127.26, 8334, 42425, 56.97
INDNIPPON, EQ, 06-Feb-2026, 755.10, 755.00, 775.75, 741.25, 765.05, 768.25, 760.73, 14964, 113.84, 1274, 7605, 50.82
INDOAMIN, EQ, 06-Feb-2026, 117.77, 115.25, 120.68, 115.25, 120.50, 119.62, 117.77, 30831, 36.31, 743, 17970, 58.29
INDOBORAX, EQ, 06-Feb-2026, 245.34, 245.34, 247.16, 243.00, 243.10, 244.05, 244.67, 31818, 77.85, 552, 18125, 56.96
INDOCO, EQ, 06-Feb-2026, 222.02, 223.01, 230.25, 211.10, 211.10, 212.76, 217.84, 121878, 265.50, 4537, 50208, 41.20
INDOFARM, EQ, 06-Feb-2026, 154.83, 154.60, 154.60, 145.20, 145.25, 147.69, 150.08, 274867, 412.53, 4748, 153690, 55.91
INDORAMA, EQ, 06-Feb-2026, 41.46, 41.01, 41.97, 40.46, 41.05, 41.26, 40.98, 36645, 15.02, 525, 20856, 56.91
INDOSTAR, EQ, 06-Feb-2026, 216.28, 216.20, 218.75, 213.23, 215.16, 216.44, 215.38, 61535, 132.54, 2522, 34541, 56.13
INDOTECH, EQ, 06-Feb-2026, 1385.70, 1385.70, 1388.90, 1335.00, 1350.00, 1349.80, 1357.49, 18551, 251.83, 2381, 11077, 59.71
INDOTHAI, EQ, 06-Feb-2026, 257.25, 260.00, 260.00, 253.00, 255.42, 254.82, 255.04, 183079, 466.92, 3570, 92599, 50.58
INDOUS, EQ, 06-Feb-2026, 125.87, 125.87, 126.49, 123.05, 126.00, 125.95, 125.52, 26072, 32.73, 308, 8520, 32.68
INDOWIND, EQ, 06-Feb-2026, 10.95, 11.01, 11.01, 10.74, 10.75, 10.84, 10.83, 246687, 26.72, 1131, 137372, 55.69
INDRAMEDCO, EQ, 06-Feb-2026, 383.50, 381.00, 384.95, 369.80, 378.50, 378.50, 374.70, 193081, 723.47, 8686, 94299, 48.84
